fpr,tpr,threshold
0.9298245614035088,1.0,2.7954578399658203e-05
0.9398496240601504,1.0,2.753734588623047e-05
0.9448621553884712,1.0,2.6285648345947266e-05
0.949874686716792,1.0,2.586841583251953e-05
0.9523809523809523,1.0,2.5451183319091797e-05
0.9598997493734336,1.0,2.467632293701172e-05
0.9649122807017544,1.0,2.4318695068359375e-05
0.9724310776942355,1.0,2.3365020751953125e-05
0.9774436090225563,1.0,2.3186206817626953e-05
1.0,1.0,1.7523765563964844e-05
